CVE_NAME,Severity,hasExploit,hasNuclei,Added
CVE-2024-48884,HIGH,False,false,2025-01-14T18:03:49.000
CVE-2024-50566,HIGH,False,false,2025-01-14T18:03:55.000
CVE-2024-34166,CRITICAL,False,false,2025-01-14T18:04:00.000
CVE-2024-37186,CRITICAL,False,false,2025-01-14T18:04:05.000
CVE-2024-39360,CRITICAL,False,false,2025-01-14T18:04:11.000
CVE-2024-39363,CRITICAL,False,false,2025-01-14T18:04:16.000
CVE-2024-39367,CRITICAL,False,false,2025-01-14T18:04:21.000
CVE-2024-39759,CRITICAL,False,false,2025-01-14T18:04:27.000
CVE-2024-39760,CRITICAL,False,false,2025-01-14T18:04:32.000
CVE-2024-39761,CRITICAL,False,false,2025-01-14T18:04:38.000
CVE-2024-39762,CRITICAL,False,false,2025-01-14T18:04:43.000
CVE-2024-39763,CRITICAL,False,false,2025-01-14T18:04:48.000
CVE-2024-39764,CRITICAL,False,false,2025-01-14T18:04:54.000
CVE-2024-39765,CRITICAL,False,false,2025-01-14T18:04:59.000
CVE-2024-39781,CRITICAL,False,false,2025-01-14T18:05:04.000
CVE-2024-39782,CRITICAL,False,false,2025-01-14T18:05:10.000
CVE-2024-39783,CRITICAL,False,false,2025-01-14T18:05:15.000
CVE-2024-39786,CRITICAL,False,false,2025-01-14T18:05:21.000
CVE-2024-39787,CRITICAL,False,false,2025-01-14T18:05:26.000
CVE-2024-13179,HIGH,False,false,2025-01-14T18:05:31.000
CVE-2024-13180,HIGH,False,false,2025-01-14T18:05:37.000
CVE-2024-13181,HIGH,False,false,2025-01-14T18:05:42.000
CVE-2024-13158,HIGH,False,false,2025-01-15T00:06:52.000
CVE-2024-13162,HIGH,False,false,2025-01-15T00:06:57.000
CVE-2025-21187,HIGH,False,false,2025-01-15T00:07:03.000
CVE-2025-21292,HIGH,False,false,2025-01-15T00:07:08.000
CVE-2025-23025,CRITICAL,False,false,2025-01-15T00:07:14.000
CVE-2024-49375,CRITICAL,False,false,2025-01-15T00:07:19.000
CVE-2025-0474,HIGH,False,false,2025-01-15T00:07:24.000
CVE-2024-54142,CRITICAL,False,false,2025-01-15T00:07:30.000
CVE-2025-23061,CRITICAL,False,false,2025-01-15T06:02:31.000
CVE-2025-0354,HIGH,False,false,2025-01-15T12:03:14.000
CVE-2024-13351,HIGH,False,false,2025-01-15T12:03:20.000
CVE-2025-0434,HIGH,False,false,2025-01-15T18:02:33.000
CVE-2025-0436,HIGH,False,false,2025-01-15T18:02:39.000
CVE-2025-0438,HIGH,False,false,2025-01-15T18:02:44.000
CVE-2025-0443,HIGH,False,false,2025-01-15T18:02:49.000
CVE-2025-0447,HIGH,False,false,2025-01-15T18:02:55.000
CVE-2024-11848,HIGH,False,false,2025-01-15T18:03:00.000
CVE-2024-45061,HIGH,False,false,2025-01-15T18:03:06.000
CVE-2024-47002,HIGH,False,false,2025-01-15T18:03:11.000
CVE-2024-47140,HIGH,False,false,2025-01-15T18:03:16.000
CVE-2025-22317,HIGH,False,false,2025-01-15T18:03:22.000
CVE-2025-22750,HIGH,False,false,2025-01-15T18:03:27.000
CVE-2025-22751,HIGH,False,false,2025-01-15T18:03:32.000
CVE-2025-22752,HIGH,False,false,2025-01-15T18:03:38.000
CVE-2025-22753,HIGH,False,false,2025-01-15T18:03:43.000
CVE-2025-22754,HIGH,False,false,2025-01-15T18:03:49.000
CVE-2025-22755,HIGH,False,false,2025-01-15T18:03:54.000
CVE-2025-22760,HIGH,False,false,2025-01-15T18:04:00.000
CVE-2025-22764,HIGH,False,false,2025-01-15T18:04:05.000
CVE-2025-22765,HIGH,False,false,2025-01-15T18:04:11.000
CVE-2025-22766,HIGH,False,false,2025-01-15T18:04:16.000
CVE-2025-22776,HIGH,False,false,2025-01-15T18:04:22.000
CVE-2025-22778,HIGH,False,false,2025-01-15T18:04:27.000
CVE-2025-22785,CRITICAL,False,false,2025-01-15T18:04:33.000
CVE-2025-22786,HIGH,False,false,2025-01-15T18:04:38.000
CVE-2025-22793,HIGH,False,false,2025-01-15T18:04:43.000
CVE-2025-22795,HIGH,False,false,2025-01-15T18:04:49.000
CVE-2025-22799,HIGH,False,false,2025-01-15T18:04:54.000
CVE-2024-7085,HIGH,False,false,2025-01-15T18:05:00.000
CVE-2025-0455,CRITICAL,False,false,2025-01-16T06:02:22.000
CVE-2025-0457,HIGH,False,false,2025-01-16T06:02:27.000
CVE-2024-12613,HIGH,False,false,2025-01-16T12:03:18.000
CVE-2024-12614,HIGH,False,false,2025-01-16T12:03:24.000
CVE-2024-27856,HIGH,False,false,2025-01-16T18:02:29.000
CVE-2024-40771,HIGH,False,false,2025-01-16T18:02:35.000
CVE-2025-22905,CRITICAL,False,false,2025-01-16T18:02:40.000
CVE-2025-22906,CRITICAL,False,false,2025-01-16T18:02:45.000
CVE-2025-22912,CRITICAL,False,false,2025-01-16T18:02:51.000
CVE-2024-41746,HIGH,False,false,2025-01-17T00:07:38.000
CVE-2025-23429,HIGH,False,false,2025-01-17T00:07:44.000
CVE-2025-23432,HIGH,False,false,2025-01-17T00:07:49.000
CVE-2025-23438,HIGH,False,false,2025-01-17T00:07:55.000
CVE-2025-23452,HIGH,False,false,2025-01-17T00:08:01.000
CVE-2025-23453,HIGH,False,false,2025-01-17T00:08:06.000
CVE-2025-23547,HIGH,False,false,2025-01-17T00:08:12.000
CVE-2025-23620,HIGH,False,false,2025-01-17T00:08:17.000
CVE-2025-23623,HIGH,False,false,2025-01-17T00:08:23.000
CVE-2025-23689,HIGH,False,false,2025-01-17T00:08:28.000
CVE-2025-23699,HIGH,False,false,2025-01-17T00:08:34.000
CVE-2025-23760,HIGH,False,false,2025-01-17T00:08:39.000
CVE-2025-23779,HIGH,False,false,2025-01-17T00:08:45.000
CVE-2025-23780,HIGH,False,false,2025-01-17T00:08:50.000
CVE-2025-23826,HIGH,False,false,2025-01-17T00:08:56.000
CVE-2025-23827,HIGH,False,false,2025-01-17T00:09:01.000
CVE-2025-23828,HIGH,False,false,2025-01-17T00:09:07.000
CVE-2025-23911,HIGH,False,false,2025-01-17T00:09:13.000
CVE-2025-23912,HIGH,False,false,2025-01-17T00:09:18.000
CVE-2025-23913,HIGH,False,false,2025-01-17T00:09:24.000
CVE-2025-23915,HIGH,False,false,2025-01-17T00:09:29.000
CVE-2024-13377,HIGH,False,false,2025-01-17T12:02:58.000
CVE-2024-13502,CRITICAL,False,false,2025-01-17T18:02:28.000
CVE-2024-57030,HIGH,False,false,2025-01-18T00:07:22.000
CVE-2025-23209,HIGH,False,false,2025-01-18T06:02:16.000
CVE-2025-0308,HIGH,False,false,2025-01-18T12:02:28.000
CVE-2024-13184,HIGH,False,false,2025-01-18T12:02:34.000
CVE-2024-47113,HIGH,False,false,2025-01-18T18:02:21.000
CVE-2025-0585,CRITICAL,False,false,2025-01-20T06:02:35.000
CVE-2025-23218,CRITICAL,False,false,2025-01-20T18:02:22.000
CVE-2025-23219,CRITICAL,False,false,2025-01-20T18:02:27.000
CVE-2025-23220,CRITICAL,False,false,2025-01-20T18:02:33.000
CVE-2024-49300,HIGH,False,false,2025-01-21T18:02:51.000
CVE-2024-49303,HIGH,False,false,2025-01-21T18:02:57.000
CVE-2024-49333,HIGH,False,false,2025-01-21T18:03:02.000
CVE-2024-49655,CRITICAL,False,false,2025-01-21T18:03:08.000
CVE-2024-49666,HIGH,False,false,2025-01-21T18:03:13.000
CVE-2024-49700,HIGH,False,false,2025-01-21T18:03:19.000
CVE-2024-51818,CRITICAL,False,false,2025-01-21T18:03:24.000
CVE-2025-22311,HIGH,False,false,2025-01-21T18:03:30.000
CVE-2025-22318,HIGH,False,false,2025-01-21T18:03:35.000
CVE-2025-22322,HIGH,False,false,2025-01-21T18:03:41.000
CVE-2025-22553,CRITICAL,False,false,2025-01-21T18:03:46.000
CVE-2025-22706,HIGH,False,false,2025-01-21T18:03:52.000
CVE-2025-22709,HIGH,False,false,2025-01-21T18:03:57.000
CVE-2025-22710,HIGH,False,false,2025-01-21T18:04:02.000
CVE-2025-22711,HIGH,False,false,2025-01-21T18:04:08.000
CVE-2025-22716,HIGH,False,false,2025-01-21T18:04:13.000
CVE-2025-22717,HIGH,False,false,2025-01-21T18:04:19.000
CVE-2025-22719,HIGH,False,false,2025-01-21T18:04:24.000
CVE-2025-22733,HIGH,False,false,2025-01-21T18:04:30.000
CVE-2025-22735,HIGH,False,false,2025-01-21T18:04:35.000
CVE-2025-22763,HIGH,False,false,2025-01-21T18:04:41.000
CVE-2025-23998,HIGH,False,false,2025-01-21T18:04:46.000
CVE-2025-24017,HIGH,False,false,2025-01-21T18:04:51.000
CVE-2025-24018,HIGH,False,false,2025-01-21T18:04:57.000
CVE-2024-54794,CRITICAL,False,false,2025-01-22T06:02:41.000
CVE-2025-23454,HIGH,False,false,2025-01-22T06:02:46.000
CVE-2025-23461,HIGH,False,false,2025-01-22T06:02:51.000
CVE-2025-23477,HIGH,False,false,2025-01-22T06:02:57.000
CVE-2025-23489,HIGH,False,false,2025-01-22T06:03:02.000
CVE-2025-23551,HIGH,False,false,2025-01-22T06:03:08.000
CVE-2025-23580,HIGH,False,false,2025-01-22T06:03:13.000
CVE-2025-23994,HIGH,False,false,2025-01-22T06:03:18.000
CVE-2025-24019,HIGH,False,false,2025-01-22T06:03:24.000
CVE-2024-13495,HIGH,False,false,2025-01-22T12:02:53.000
CVE-2024-13496,HIGH,False,false,2025-01-22T12:02:59.000
CVE-2024-13499,HIGH,False,false,2025-01-22T12:03:04.000
CVE-2025-23196,HIGH,False,false,2025-01-22T18:02:37.000
CVE-2025-22772,HIGH,False,false,2025-01-22T18:02:42.000
CVE-2025-23449,HIGH,False,false,2025-01-22T18:02:48.000
CVE-2025-23462,HIGH,False,false,2025-01-22T18:02:53.000
CVE-2025-23475,HIGH,False,false,2025-01-22T18:02:59.000
CVE-2025-23495,HIGH,False,false,2025-01-22T18:03:04.000
CVE-2025-23498,HIGH,False,false,2025-01-22T18:03:10.000
CVE-2025-23500,HIGH,False,false,2025-01-22T18:03:15.000
CVE-2025-23503,HIGH,False,false,2025-01-22T18:03:21.000
CVE-2025-23506,HIGH,False,false,2025-01-22T18:03:26.000
CVE-2025-23507,HIGH,False,false,2025-01-22T18:03:32.000
CVE-2025-23509,HIGH,False,false,2025-01-22T18:03:37.000
CVE-2025-23512,HIGH,False,false,2025-01-22T18:03:42.000
CVE-2025-23535,HIGH,False,false,2025-01-22T18:03:48.000
CVE-2025-23548,HIGH,False,false,2025-01-22T18:03:53.000
CVE-2025-23578,HIGH,False,false,2025-01-22T18:03:59.000
CVE-2025-23583,HIGH,False,false,2025-01-22T18:04:04.000
CVE-2025-23589,HIGH,False,false,2025-01-22T18:04:09.000
CVE-2025-23592,HIGH,False,false,2025-01-22T18:04:15.000
CVE-2025-23597,HIGH,False,false,2025-01-22T18:04:20.000
CVE-2025-23601,HIGH,False,false,2025-01-22T18:04:26.000
CVE-2025-23602,HIGH,False,false,2025-01-22T18:04:31.000
CVE-2025-23603,HIGH,False,false,2025-01-22T18:04:37.000
CVE-2025-23604,HIGH,False,false,2025-01-22T18:04:42.000
CVE-2025-23605,HIGH,False,false,2025-01-22T18:04:48.000
CVE-2025-23606,HIGH,False,false,2025-01-22T18:04:53.000
CVE-2025-23607,HIGH,False,false,2025-01-22T18:04:59.000
CVE-2025-23609,HIGH,False,false,2025-01-22T18:05:04.000
CVE-2025-23610,HIGH,False,false,2025-01-22T18:05:10.000
CVE-2025-23611,HIGH,False,false,2025-01-22T18:05:15.000
CVE-2025-23625,HIGH,False,false,2025-01-22T18:05:21.000
CVE-2025-23630,HIGH,False,false,2025-01-22T18:05:26.000
CVE-2025-23631,HIGH,False,false,2025-01-22T18:05:32.000
CVE-2025-23643,HIGH,False,false,2025-01-22T18:05:37.000
CVE-2025-23672,HIGH,False,false,2025-01-22T18:05:43.000
CVE-2025-23674,HIGH,False,false,2025-01-22T18:05:48.000
CVE-2025-23676,HIGH,False,false,2025-01-22T18:05:54.000
CVE-2025-23678,HIGH,False,false,2025-01-22T18:05:59.000
CVE-2025-23679,HIGH,False,false,2025-01-22T18:06:04.000
CVE-2025-23681,HIGH,False,false,2025-01-22T18:06:10.000
CVE-2025-23682,HIGH,False,false,2025-01-22T18:06:15.000
CVE-2025-23683,HIGH,False,false,2025-01-22T18:06:21.000
CVE-2025-23686,HIGH,False,false,2025-01-22T18:06:26.000
CVE-2025-23695,HIGH,False,false,2025-01-22T18:06:32.000
CVE-2025-23696,HIGH,False,false,2025-01-22T18:06:37.000
CVE-2025-23697,HIGH,False,false,2025-01-22T18:06:43.000
CVE-2025-23700,HIGH,False,false,2025-01-22T18:06:48.000
CVE-2025-23701,HIGH,False,false,2025-01-22T18:06:54.000
CVE-2025-23706,HIGH,False,false,2025-01-22T18:06:59.000
CVE-2025-23709,HIGH,False,false,2025-01-22T18:07:04.000
CVE-2025-23732,HIGH,False,false,2025-01-22T18:07:10.000
CVE-2025-23746,HIGH,False,false,2025-01-22T18:07:15.000
CVE-2025-23758,HIGH,False,false,2025-01-22T18:07:21.000
CVE-2025-23768,HIGH,False,false,2025-01-22T18:07:26.000
CVE-2025-23769,HIGH,False,false,2025-01-22T18:07:32.000
CVE-2025-23770,HIGH,False,false,2025-01-22T18:07:37.000
CVE-2025-23784,HIGH,False,false,2025-01-22T18:07:43.000
CVE-2025-23798,HIGH,False,false,2025-01-22T18:07:48.000
CVE-2025-23811,HIGH,False,false,2025-01-22T18:07:54.000
CVE-2025-23812,HIGH,False,false,2025-01-22T18:07:59.000
CVE-2025-23846,HIGH,False,false,2025-01-22T18:08:05.000
CVE-2025-23866,HIGH,False,false,2025-01-22T18:08:10.000
CVE-2025-23867,HIGH,False,false,2025-01-22T18:08:16.000
CVE-2025-23874,HIGH,False,false,2025-01-22T18:08:21.000
CVE-2025-23882,HIGH,False,false,2025-01-22T18:08:27.000
CVE-2025-23910,HIGH,False,false,2025-01-22T18:08:32.000
CVE-2025-23931,CRITICAL,False,false,2025-01-22T18:08:37.000
CVE-2025-23938,HIGH,False,false,2025-01-22T18:08:43.000
CVE-2025-23948,HIGH,False,false,2025-01-22T18:08:48.000
CVE-2025-23949,HIGH,False,false,2025-01-22T18:08:54.000
CVE-2025-23959,HIGH,False,false,2025-01-22T18:08:59.000
CVE-2025-23966,HIGH,False,false,2025-01-22T18:09:05.000
CVE-2025-23809,HIGH,False,false,2025-01-22T18:09:10.000
CVE-2024-55957,HIGH,False,false,2025-01-23T18:02:37.000
CVE-2024-13593,HIGH,False,false,2025-01-23T18:02:42.000
CVE-2024-13234,HIGH,False,false,2025-01-23T18:02:48.000
CVE-2025-22264,HIGH,False,false,2025-01-23T18:02:53.000
CVE-2025-23540,HIGH,False,false,2025-01-23T18:02:59.000
CVE-2025-23541,HIGH,False,false,2025-01-23T18:03:04.000
CVE-2025-23544,HIGH,False,false,2025-01-23T18:03:09.000
CVE-2025-23545,HIGH,False,false,2025-01-23T18:03:15.000
CVE-2025-23624,HIGH,False,false,2025-01-23T18:03:20.000
CVE-2025-23626,HIGH,False,false,2025-01-23T18:03:26.000
CVE-2025-23628,HIGH,False,false,2025-01-23T18:03:31.000
CVE-2025-23629,HIGH,False,false,2025-01-23T18:03:36.000
CVE-2025-23634,HIGH,False,false,2025-01-23T18:03:42.000
CVE-2025-23636,HIGH,False,false,2025-01-23T18:03:47.000
CVE-2025-23722,HIGH,False,false,2025-01-23T18:03:53.000
CVE-2025-23723,HIGH,False,false,2025-01-23T18:03:58.000
CVE-2025-23724,HIGH,False,false,2025-01-23T18:04:05.000
CVE-2025-23725,HIGH,False,false,2025-01-23T18:04:11.000
CVE-2025-23727,HIGH,False,false,2025-01-23T18:04:16.000
CVE-2025-23729,HIGH,False,false,2025-01-23T18:04:22.000
CVE-2025-23730,HIGH,False,false,2025-01-23T18:04:27.000
CVE-2025-23733,HIGH,False,false,2025-01-23T18:04:32.000
CVE-2025-23834,HIGH,False,false,2025-01-23T18:04:38.000
CVE-2025-23835,HIGH,False,false,2025-01-23T18:04:43.000
CVE-2025-23836,HIGH,False,false,2025-01-23T18:04:48.000
CVE-2025-23894,HIGH,False,false,2025-01-23T18:04:54.000
CVE-2025-23960,HIGH,False,false,2025-01-23T18:04:59.000
CVE-2025-23011,HIGH,False,false,2025-01-24T00:07:19.000
CVE-2025-0314,HIGH,False,false,2025-01-24T06:02:29.000
CVE-2024-13545,CRITICAL,False,false,2025-01-24T12:02:48.000
CVE-2024-13408,HIGH,False,false,2025-01-24T12:02:54.000
CVE-2024-13409,HIGH,False,false,2025-01-24T12:02:59.000
CVE-2025-22714,HIGH,False,false,2025-01-24T12:03:05.000
CVE-2025-23422,HIGH,False,false,2025-01-24T12:03:10.000
CVE-2025-23427,HIGH,False,false,2025-01-24T12:03:16.000
CVE-2025-23522,HIGH,False,false,2025-01-24T12:03:21.000
CVE-2025-23621,HIGH,False,false,2025-01-24T12:03:26.000
CVE-2025-23622,HIGH,False,false,2025-01-24T12:03:32.000
CVE-2025-23711,HIGH,False,false,2025-01-24T12:03:37.000
CVE-2025-23734,HIGH,False,false,2025-01-24T12:03:43.000
CVE-2025-23737,HIGH,False,false,2025-01-24T12:03:48.000
CVE-2025-23837,HIGH,False,false,2025-01-24T12:03:54.000
CVE-2025-23838,HIGH,False,false,2025-01-24T12:03:59.000
CVE-2025-23839,HIGH,False,false,2025-01-24T12:04:04.000
CVE-2025-23885,HIGH,False,false,2025-01-24T12:04:10.000
CVE-2025-23888,HIGH,False,false,2025-01-24T12:04:15.000
CVE-2025-23889,HIGH,False,false,2025-01-24T12:04:21.000
CVE-2025-22605,HIGH,False,false,2025-01-24T18:02:38.000
CVE-2025-22606,HIGH,False,false,2025-01-24T18:02:44.000
CVE-2025-22609,CRITICAL,False,false,2025-01-24T18:02:49.000
CVE-2025-22611,CRITICAL,False,false,2025-01-24T18:02:55.000
CVE-2025-24570,HIGH,False,false,2025-01-25T06:02:17.000
CVE-2025-24587,HIGH,False,false,2025-01-25T06:02:22.000
CVE-2025-24659,HIGH,False,false,2025-01-25T06:02:28.000
